ENTRY DATE,ENTRY PRICE,QUANTITY,TOTAL BUY VALUE,EXIT PRICE,EXIT DATE,TOTAL SELL VALUE,P&L,ROI %,STRATEGY
05/01/2024,587.0,42,24654.0,567.9,29/01/2024,23851.8,-802.2,-3.25,System 3 (Double Seven)
13/02/2024,510.1,49,24994.9,521.15,22/02/2024,25536.35,541.45,2.17,System 3 (Double Seven)
26/02/2024,505.05,49,24747.45,522.85,02/03/2024,25619.65,872.2,3.52,System 3 (Double Seven)
13/03/2024,507.0,49,24843.0,539.7,21/03/2024,26445.3,1602.3,6.45,System 3 (Double Seven)
07/05/2024,620.2,40,24808.0,653.7,15/05/2024,26148.0,1340.0,5.4,System 3 (Double Seven)
04/06/2024,649.05,38,24663.9,684.5,21/06/2024,26011.0,1347.1,5.46,System 3 (Double Seven)
16/07/2024,690.8,36,24868.8,673.5,01/08/2024,24246.0,-622.8,-2.5,System 3 (Double Seven)
05/08/2024,614.3,40,24572.0,634.15,16/08/2024,25366.0,794.0,3.23,System 3 (Double Seven)
02/09/2024,683.9,36,24620.4,685.15,16/09/2024,24665.4,45.0,0.18,System 3 (Double Seven)
08/10/2024,721.8,34,24541.2,753.5,18/10/2024,25619.0,1077.8,4.39,System 3 (Double Seven)
22/10/2024,720.25,34,24488.5,697.55,05/11/2024,23716.7,-771.8,-3.15,System 3 (Double Seven)
07/11/2024,648.1,38,24627.8,659.85,25/11/2024,25074.3,446.5,1.81,System 3 (Double Seven)
13/12/2024,662.1,37,24497.7,591.55,15/01/2025,21887.35,-2610.35,-10.66,System 3 (Double Seven)
28/03/2025,682.45,36,24568.2,622.0,21/04/2025,22392.0,-2176.2,-8.86,System 3 (Double Seven)
08/07/2025,685.6,36,24681.6,675.9,18/07/2025,24332.4,-349.2,-1.41,System 3 (Double Seven)
31/07/2025,683.05,36,24589.8,700.5,13/08/2025,25218.0,628.2,2.55,System 3 (Double Seven)
24/09/2025,741.05,33,24454.65,753.8,29/09/2025,24875.4,420.75,1.72,System 3 (Double Seven)
14/10/2025,760.1,32,24323.2,780.1,16/10/2025,24963.2,640.0,2.63,System 3 (Double Seven)
06/11/2025,788.4,31,24440.4,807.55,27/11/2025,25034.05,593.65,2.43,System 3 (Double Seven)
