ENTRY DATE,ENTRY PRICE,QUANTITY,TOTAL BUY VALUE,EXIT PRICE,EXIT DATE,TOTAL SELL VALUE,P&L,ROI %,STRATEGY
28/11/2006,270.61,92,24896.12,279.89,05/12/2006,25749.88,853.76,3.43,System 3 (Double Seven)
12/12/2006,270.53,92,24888.76,281.58,27/12/2006,25905.36,1016.6,4.08,System 3 (Double Seven)
08/01/2007,275.7,90,24813.0,281.75,22/01/2007,25357.5,544.5,2.19,System 3 (Double Seven)
23/02/2007,279.71,89,24894.19,264.88,22/03/2007,23574.32,-1319.87,-5.3,System 3 (Double Seven)
28/03/2007,249.01,100,24901.0,255.94,09/04/2007,25594.0,693.0,2.78,System 3 (Double Seven)
09/05/2008,218.67,114,24928.38,236.64,15/05/2008,26976.96,2048.58,8.22,System 3 (Double Seven)
04/06/2008,233.84,106,24787.04,247.44,05/06/2008,26228.64,1441.6,5.82,System 3 (Double Seven)
10/06/2008,231.76,107,24798.32,227.74,09/07/2008,24368.18,-430.14,-1.73,System 3 (Double Seven)
21/05/2009,187.8,133,24977.4,200.64,29/05/2009,26685.12,1707.72,6.84,System 3 (Double Seven)
17/06/2009,213.93,116,24815.88,228.39,26/06/2009,26493.24,1677.36,6.76,System 3 (Double Seven)
07/07/2009,217.24,115,24982.6,226.48,14/07/2009,26045.2,1062.6,4.25,System 3 (Double Seven)
17/08/2009,247.81,100,24781.0,259.49,24/08/2009,25949.0,1168.0,4.71,System 3 (Double Seven)
25/09/2009,280.06,89,24925.34,282.5,23/10/2009,25142.5,217.16,0.87,System 3 (Double Seven)
30/10/2009,275.78,90,24820.2,288.34,11/11/2009,25950.6,1130.4,4.55,System 3 (Double Seven)
26/11/2009,299.18,83,24831.94,305.81,08/12/2009,25382.23,550.29,2.22,System 3 (Double Seven)
07/01/2010,315.63,79,24934.77,335.44,13/01/2010,26499.76,1564.99,6.28,System 3 (Double Seven)
22/01/2010,321.95,77,24790.15,309.23,09/02/2010,23810.71,-979.44,-3.95,System 3 (Double Seven)
29/03/2010,339.58,73,24789.34,335.39,12/04/2010,24483.47,-305.87,-1.23,System 3 (Double Seven)
28/04/2010,337.44,74,24970.56,338.27,13/05/2010,25031.98,61.42,0.25,System 3 (Double Seven)
17/05/2010,327.04,76,24855.04,330.42,27/05/2010,25111.92,256.88,1.03,System 3 (Double Seven)
01/07/2010,345.88,72,24903.36,353.56,08/07/2010,25456.32,552.96,2.22,System 3 (Double Seven)
14/07/2010,342.86,72,24685.92,348.31,23/07/2010,25078.32,392.4,1.59,System 3 (Double Seven)
03/08/2010,348.04,71,24710.84,359.31,04/08/2010,25511.01,800.17,3.24,System 3 (Double Seven)
12/08/2010,346.59,72,24954.48,347.18,03/09/2010,24996.96,42.48,0.17,System 3 (Double Seven)
19/10/2010,376.28,66,24834.48,384.64,04/11/2010,25386.24,551.76,2.22,System 3 (Double Seven)
12/11/2010,374.73,66,24732.18,383.04,25/11/2010,25280.64,548.46,2.22,System 3 (Double Seven)
07/01/2011,421.34,59,24859.06,391.34,09/02/2011,23089.06,-1770.0,-7.12,System 3 (Double Seven)
11/02/2011,380.11,65,24707.15,395.66,21/02/2011,25717.9,1010.75,4.09,System 3 (Double Seven)
23/02/2011,384.85,64,24630.4,389.54,08/03/2011,24930.56,300.16,1.22,System 3 (Double Seven)
15/03/2011,378.77,66,24998.82,395.38,25/03/2011,26095.08,1096.26,4.39,System 3 (Double Seven)
11/01/2012,353.33,70,24733.1,333.23,25/01/2012,23326.1,-1407.0,-5.69,System 3 (Double Seven)
28/02/2012,359.05,69,24774.45,360.48,07/03/2012,24873.12,98.67,0.4,System 3 (Double Seven)
22/03/2012,353.54,70,24747.8,359.49,27/03/2012,25164.3,416.5,1.68,System 3 (Double Seven)
29/03/2012,349.0,71,24779.0,307.76,30/04/2012,21850.96,-2928.04,-11.82,System 3 (Double Seven)
01/02/2013,346.37,72,24938.64,349.01,11/02/2013,25128.72,190.08,0.76,System 3 (Double Seven)
12/02/2013,344.41,72,24797.52,351.59,14/02/2013,25314.48,516.96,2.08,System 3 (Double Seven)
13/03/2013,357.93,69,24697.17,361.17,28/03/2013,24920.73,223.56,0.91,System 3 (Double Seven)
08/04/2013,353.99,70,24779.3,288.49,03/05/2013,20194.3,-4585.0,-18.5,System 3 (Double Seven)
21/08/2013,369.84,67,24779.28,382.01,27/08/2013,25594.67,815.39,3.29,System 3 (Double Seven)
05/09/2013,375.6,66,24789.6,394.86,10/09/2013,26060.76,1271.16,5.13,System 3 (Double Seven)
16/09/2013,374.18,66,24695.88,379.64,03/10/2013,25056.24,360.36,1.46,System 3 (Double Seven)
01/11/2013,409.59,61,24984.99,419.7,07/11/2013,25601.7,616.71,2.47,System 3 (Double Seven)
25/11/2013,415.75,60,24945.0,420.67,04/12/2013,25240.2,295.2,1.18,System 3 (Double Seven)
01/01/2014,433.5,57,24709.5,445.64,03/01/2014,25401.48,691.98,2.8,System 3 (Double Seven)
07/01/2014,432.14,57,24631.98,458.13,13/01/2014,26113.41,1481.43,6.01,System 3 (Double Seven)
28/01/2014,459.39,54,24807.06,455.54,14/02/2014,24599.16,-207.9,-0.84,System 3 (Double Seven)
07/03/2014,467.54,53,24779.62,414.24,01/04/2014,21954.72,-2824.9,-11.4,System 3 (Double Seven)
09/04/2014,406.82,61,24816.02,402.46,02/05/2014,24550.06,-265.96,-1.07,System 3 (Double Seven)
15/09/2014,455.16,54,24578.64,468.63,29/09/2014,25306.02,727.38,2.96,System 3 (Double Seven)
09/10/2014,455.85,54,24615.9,486.08,10/10/2014,26248.32,1632.42,6.63,System 3 (Double Seven)
03/12/2014,530.88,47,24951.36,491.48,18/12/2014,23099.56,-1851.8,-7.42,System 3 (Double Seven)
03/02/2015,530.23,47,24920.81,548.45,05/02/2015,25777.15,856.34,3.44,System 3 (Double Seven)
23/02/2015,566.4,44,24921.6,558.49,10/04/2015,24573.56,-348.04,-1.4,System 3 (Double Seven)
20/04/2015,533.04,46,24519.84,498.41,11/05/2015,22926.86,-1592.98,-6.5,System 3 (Double Seven)
04/08/2015,528.63,47,24845.61,543.18,05/08/2015,25529.46,683.85,2.75,System 3 (Double Seven)
24/08/2015,546.03,45,24571.35,549.88,14/09/2015,24744.6,173.25,0.71,System 3 (Double Seven)
12/10/2015,561.45,44,24703.8,569.2,21/10/2015,25044.8,341.0,1.38,System 3 (Double Seven)
02/11/2015,565.6,44,24886.4,533.18,27/11/2015,23459.92,-1426.48,-5.73,System 3 (Double Seven)
04/01/2016,539.45,46,24814.7,541.7,13/01/2016,24918.2,103.5,0.42,System 3 (Double Seven)
09/02/2016,553.83,45,24922.35,561.7,18/02/2016,25276.5,354.15,1.42,System 3 (Double Seven)
29/02/2016,542.03,46,24933.38,578.0,02/03/2016,26588.0,1654.62,6.64,System 3 (Double Seven)
14/03/2016,570.6,43,24535.8,596.7,18/03/2016,25658.1,1122.3,4.57,System 3 (Double Seven)
07/04/2016,590.75,42,24811.5,619.35,18/04/2016,26012.7,1201.2,4.84,System 3 (Double Seven)
28/04/2016,604.58,41,24787.78,606.4,10/05/2016,24862.4,74.62,0.3,System 3 (Double Seven)
20/05/2016,600.8,41,24632.8,617.08,26/05/2016,25300.28,667.48,2.71,System 3 (Double Seven)
08/06/2016,619.05,40,24762.0,604.38,20/06/2016,24175.2,-586.8,-2.37,System 3 (Double Seven)
27/06/2016,583.1,42,24490.2,596.9,13/07/2016,25069.8,579.6,2.37,System 3 (Double Seven)
01/12/2017,479.4,52,24928.8,499.9,07/12/2017,25994.8,1066.0,4.28,System 3 (Double Seven)
03/01/2018,510.65,48,24511.2,526.13,10/01/2018,25254.24,743.04,3.03,System 3 (Double Seven)
01/02/2018,572.3,43,24608.9,568.48,20/02/2018,24444.64,-164.26,-0.67,System 3 (Double Seven)
19/03/2018,573.38,43,24655.34,581.3,12/04/2018,24995.9,340.56,1.38,System 3 (Double Seven)
08/05/2018,582.78,42,24476.76,594.65,14/05/2018,24975.3,498.54,2.04,System 3 (Double Seven)
24/08/2018,689.15,36,24809.4,720.55,31/08/2018,25939.8,1130.4,4.56,System 3 (Double Seven)
17/09/2018,725.95,34,24682.3,730.05,28/09/2018,24821.7,139.4,0.56,System 3 (Double Seven)
04/10/2018,707.2,35,24752.0,686.4,31/10/2018,24024.0,-728.0,-2.94,System 3 (Double Seven)
09/11/2018,659.5,37,24401.5,666.4,28/11/2018,24656.8,255.3,1.05,System 3 (Double Seven)
19/12/2018,664.85,37,24599.45,669.05,02/01/2019,24754.85,155.4,0.63,System 3 (Double Seven)
25/01/2019,730.35,34,24831.9,749.55,31/01/2019,25484.7,652.8,2.63,System 3 (Double Seven)
12/02/2019,750.45,33,24764.85,754.9,25/02/2019,24911.7,146.85,0.59,System 3 (Double Seven)
05/03/2019,732.5,34,24905.0,722.25,19/03/2019,24556.5,-348.5,-1.4,System 3 (Double Seven)
11/04/2019,742.7,33,24509.1,738.0,26/04/2019,24354.0,-155.1,-0.63,System 3 (Double Seven)
06/05/2019,718.4,34,24425.6,733.1,16/05/2019,24925.4,499.8,2.05,System 3 (Double Seven)
21/05/2019,709.3,35,24825.5,728.1,28/05/2019,25483.5,658.0,2.65,System 3 (Double Seven)
26/06/2019,739.2,33,24393.6,779.35,15/07/2019,25718.55,1324.95,5.43,System 3 (Double Seven)
01/08/2019,768.85,32,24603.2,792.75,20/08/2019,25368.0,764.8,3.11,System 3 (Double Seven)
20/09/2019,805.0,31,24955.0,814.8,11/10/2019,25258.8,303.8,1.22,System 3 (Double Seven)
15/10/2019,768.3,32,24585.6,685.6,31/10/2019,21939.2,-2646.4,-10.76,System 3 (Double Seven)
03/02/2020,767.4,32,24556.8,792.25,13/02/2020,25352.0,795.2,3.24,System 3 (Double Seven)
26/02/2020,782.75,31,24265.25,606.2,25/03/2020,18792.2,-5473.05,-22.56,System 3 (Double Seven)
05/08/2020,944.7,26,24562.2,970.85,06/08/2020,25242.1,679.9,2.77,System 3 (Double Seven)
21/08/2020,948.8,26,24668.8,939.3,08/09/2020,24421.8,-247.0,-1.0,System 3 (Double Seven)
24/09/2020,975.4,25,24385.0,1048.7,05/10/2020,26217.5,1832.5,7.51,System 3 (Double Seven)
27/10/2020,1090.85,22,23998.7,1104.0,05/11/2020,24288.0,289.3,1.21,System 3 (Double Seven)
27/01/2021,1301.0,19,24719.0,1303.55,08/02/2021,24767.45,48.45,0.2,System 3 (Double Seven)
17/02/2021,1281.3,19,24344.7,1304.5,02/03/2021,24785.5,440.8,1.81,System 3 (Double Seven)
25/03/2021,1333.8,18,24008.4,1385.3,30/03/2021,24935.4,927.0,3.86,System 3 (Double Seven)
15/04/2021,1360.75,18,24493.5,1361.6,06/05/2021,24508.8,15.3,0.06,System 3 (Double Seven)
12/05/2021,1327.0,18,23886.0,1354.5,21/05/2021,24381.0,495.0,2.07,System 3 (Double Seven)
12/07/2021,1547.85,16,24765.6,1580.8,15/07/2021,25292.8,527.2,2.13,System 3 (Double Seven)
19/07/2021,1541.7,16,24667.2,1590.2,22/07/2021,25443.2,776.0,3.15,System 3 (Double Seven)
27/08/2021,1708.8,14,23923.2,1730.4,06/09/2021,24225.6,302.4,1.26,System 3 (Double Seven)
14/09/2021,1686.15,14,23606.1,1718.45,21/09/2021,24058.3,452.2,1.92,System 3 (Double Seven)
28/09/2021,1687.1,14,23619.4,1723.85,08/10/2021,24133.9,514.5,2.18,System 3 (Double Seven)
25/10/2021,1707.55,14,23905.7,1737.5,08/11/2021,24325.0,419.3,1.75,System 3 (Double Seven)
24/11/2021,1696.0,14,23744.0,1748.25,02/12/2021,24475.5,731.5,3.08,System 3 (Double Seven)
05/01/2022,1844.65,13,23980.45,1929.35,14/01/2022,25081.55,1101.1,4.59,System 3 (Double Seven)
20/01/2022,1823.7,13,23708.1,1787.1,02/02/2022,23232.3,-475.8,-2.01,System 3 (Double Seven)
14/02/2022,1682.2,14,23550.8,1742.85,23/02/2022,24399.9,849.1,3.61,System 3 (Double Seven)
24/02/2022,1678.15,14,23494.1,1778.2,08/03/2022,24894.8,1400.7,5.96,System 3 (Double Seven)
05/04/2022,1861.1,13,24194.3,1585.15,05/05/2022,20606.95,-3587.35,-14.83,System 3 (Double Seven)
06/12/2022,1612.9,15,24193.5,1524.0,02/01/2023,22860.0,-1333.5,-5.51,System 3 (Double Seven)
27/01/2023,1519.15,16,24306.4,1583.75,02/02/2023,25340.0,1033.6,4.25,System 3 (Double Seven)
22/02/2023,1561.8,16,24988.8,1425.7,31/03/2023,22811.2,-2177.6,-8.71,System 3 (Double Seven)
25/09/2023,1474.15,16,23586.4,1478.7,06/10/2023,23659.2,72.8,0.31,System 3 (Double Seven)
13/10/2023,1431.15,17,24329.55,1389.05,03/11/2023,23613.85,-715.7,-2.94,System 3 (Double Seven)
13/12/2023,1449.0,17,24633.0,1501.45,14/12/2023,25524.65,891.65,3.62,System 3 (Double Seven)
02/01/2024,1534.4,16,24550.4,1612.75,12/01/2024,25804.0,1253.6,5.11,System 3 (Double Seven)
14/02/2024,1666.2,15,24993.0,1701.65,16/02/2024,25524.75,531.75,2.13,System 3 (Double Seven)
21/02/2024,1655.55,15,24833.25,1653.3,14/03/2024,24799.5,-33.75,-0.14,System 3 (Double Seven)
19/03/2024,1561.45,16,24983.2,1506.8,10/04/2024,24108.8,-874.4,-3.5,System 3 (Double Seven)
02/08/2024,1821.2,13,23675.6,1823.25,14/08/2024,23702.25,26.65,0.11,System 3 (Double Seven)
06/09/2024,1901.85,13,24724.05,1950.45,12/09/2024,25355.85,631.8,2.56,System 3 (Double Seven)
18/09/2024,1892.15,13,24597.95,1906.75,27/09/2024,24787.75,189.8,0.77,System 3 (Double Seven)
30/09/2024,1877.6,13,24408.8,1918.15,04/10/2024,24935.95,527.15,2.16,System 3 (Double Seven)
18/10/2024,1879.6,13,24434.8,1829.95,08/11/2024,23789.35,-645.45,-2.64,System 3 (Double Seven)
19/12/2024,1946.2,12,23354.4,1957.85,02/01/2025,23494.2,139.8,0.6,System 3 (Double Seven)
17/01/2025,1815.45,13,23600.85,1881.25,29/01/2025,24456.25,855.4,3.62,System 3 (Double Seven)
12/02/2025,1863.15,13,24220.95,1628.45,25/03/2025,21169.85,-3051.1,-12.6,System 3 (Double Seven)
