ENTRY DATE,ENTRY PRICE,QUANTITY,TOTAL BUY VALUE,EXIT PRICE,EXIT DATE,TOTAL SELL VALUE,P&L,ROI %,STRATEGY
23/01/2004,18.25,1369,24984.25,18.22,09/02/2004,24943.18,-41.07,-0.16,System 3 (Double Seven)
20/02/2004,18.25,1369,24984.25,18.93,01/03/2004,25915.17,930.92,3.73,System 3 (Double Seven)
12/03/2004,18.35,1362,24992.7,18.15,25/03/2004,24720.3,-272.4,-1.09,System 3 (Double Seven)
12/04/2004,18.77,1331,24982.87,19.04,27/04/2004,25342.24,359.37,1.44,System 3 (Double Seven)
07/05/2004,18.77,1331,24982.87,18.47,25/05/2004,24583.57,-399.3,-1.6,System 3 (Double Seven)
31/05/2004,17.57,1422,24984.54,18.52,09/06/2004,26335.44,1350.9,5.41,System 3 (Double Seven)
02/07/2004,18.23,1371,24993.33,18.51,20/07/2004,25377.21,383.88,1.54,System 3 (Double Seven)
03/08/2004,18.25,1369,24984.25,18.72,11/08/2004,25627.68,643.43,2.58,System 3 (Double Seven)
13/08/2004,18.25,1369,24984.25,18.74,24/08/2004,25655.06,670.81,2.68,System 3 (Double Seven)
12/10/2004,20.17,1239,24990.63,20.74,19/10/2004,25696.86,706.23,2.83,System 3 (Double Seven)
03/12/2004,24.14,1035,24984.9,24.09,16/12/2004,24933.15,-51.75,-0.21,System 3 (Double Seven)
05/01/2005,25.01,999,24984.99,25.75,14/01/2005,25724.25,739.26,2.96,System 3 (Double Seven)
17/02/2005,27.92,895,24988.4,28.51,25/02/2005,25516.45,528.05,2.11,System 3 (Double Seven)
17/03/2005,28.62,873,24985.26,27.61,04/04/2005,24103.53,-881.73,-3.53,System 3 (Double Seven)
15/04/2005,26.93,928,24991.04,27.02,03/05/2005,25074.56,83.52,0.33,System 3 (Double Seven)
11/05/2005,26.75,934,24984.5,27.16,19/05/2005,25367.44,382.94,1.53,System 3 (Double Seven)
01/06/2005,26.8,932,24977.6,27.29,03/06/2005,25434.28,456.68,1.83,System 3 (Double Seven)
23/06/2005,29.03,861,24994.83,31.81,30/06/2005,27388.41,2393.58,9.58,System 3 (Double Seven)
15/07/2005,31.53,792,24971.76,32.43,22/07/2005,25684.56,712.8,2.85,System 3 (Double Seven)
08/08/2005,32.89,760,24996.4,33.15,18/08/2005,25194.0,197.6,0.79,System 3 (Double Seven)
26/08/2005,31.74,787,24979.38,32.8,08/09/2005,25813.6,834.22,3.34,System 3 (Double Seven)
23/09/2005,33.5,746,24991.0,35.5,04/10/2005,26483.0,1492.0,5.97,System 3 (Double Seven)
14/10/2005,32.97,758,24991.26,31.9,08/11/2005,24180.2,-811.06,-3.25,System 3 (Double Seven)
06/12/2005,34.05,734,24992.7,35.93,14/12/2005,26372.62,1379.92,5.52,System 3 (Double Seven)
28/12/2005,35.14,711,24984.54,36.61,04/01/2006,26029.71,1045.17,4.18,System 3 (Double Seven)
19/01/2006,36.43,686,24990.98,38.13,31/01/2006,26157.18,1166.2,4.67,System 3 (Double Seven)
17/02/2006,37.12,673,24981.76,37.35,01/03/2006,25136.55,154.79,0.62,System 3 (Double Seven)
23/03/2006,37.1,673,24968.3,38.98,30/03/2006,26233.54,1265.24,5.07,System 3 (Double Seven)
28/04/2006,40.87,611,24971.57,42.57,02/05/2006,26010.27,1038.7,4.16,System 3 (Double Seven)
15/05/2006,42.18,592,24970.56,36.73,16/06/2006,21744.16,-3226.4,-12.92,System 3 (Double Seven)
11/07/2006,38.08,656,24980.48,38.3,25/07/2006,25124.8,144.32,0.58,System 3 (Double Seven)
11/09/2006,41.14,607,24971.98,43.9,15/09/2006,26647.3,1675.32,6.71,System 3 (Double Seven)
07/11/2006,49.75,502,24974.5,50.89,09/11/2006,25546.78,572.28,2.29,System 3 (Double Seven)
05/12/2006,54.29,460,24973.4,54.01,28/12/2006,24844.6,-128.8,-0.52,System 3 (Double Seven)
08/01/2007,51.25,487,24958.75,54.7,15/01/2007,26638.9,1680.15,6.73,System 3 (Double Seven)
23/01/2007,51.65,484,24998.6,53.93,31/01/2007,26102.12,1103.52,4.41,System 3 (Double Seven)
13/02/2007,53.44,467,24956.48,48.28,21/03/2007,22546.76,-2409.72,-9.66,System 3 (Double Seven)
07/05/2007,50.01,499,24954.99,51.78,16/05/2007,25838.22,883.23,3.54,System 3 (Double Seven)
08/06/2007,54.55,458,24983.9,57.34,29/06/2007,26261.72,1277.82,5.11,System 3 (Double Seven)
27/07/2007,58.47,427,24966.69,55.98,27/08/2007,23903.46,-1063.23,-4.26,System 3 (Double Seven)
18/10/2007,69.41,360,24987.6,75.7,24/10/2007,27252.0,2264.4,9.06,System 3 (Double Seven)
07/11/2007,80.85,309,24982.65,87.62,14/11/2007,27074.58,2091.93,8.37,System 3 (Double Seven)
23/11/2007,78.14,319,24926.66,83.72,29/11/2007,26706.68,1780.02,7.14,System 3 (Double Seven)
17/12/2007,84.18,296,24917.28,87.28,27/12/2007,25834.88,917.6,3.68,System 3 (Double Seven)
03/01/2008,84.72,295,24992.4,87.23,09/01/2008,25732.85,740.45,2.96,System 3 (Double Seven)
17/01/2008,82.18,304,24982.72,76.83,14/02/2008,23356.32,-1626.4,-6.51,System 3 (Double Seven)
25/02/2008,71.09,351,24952.59,70.7,25/03/2008,24815.7,-136.89,-0.55,System 3 (Double Seven)
08/05/2008,75.42,331,24964.02,52.92,09/07/2008,17516.52,-7447.5,-29.83,System 3 (Double Seven)
23/06/2009,74.28,336,24958.08,75.79,03/07/2009,25465.44,507.36,2.03,System 3 (Double Seven)
06/07/2009,71.2,351,24991.2,71.84,17/07/2009,25215.84,224.64,0.9,System 3 (Double Seven)
28/07/2009,71.23,350,24930.5,73.22,30/07/2009,25627.0,696.5,2.79,System 3 (Double Seven)
06/08/2009,70.68,353,24950.04,72.05,18/08/2009,25433.65,483.61,1.94,System 3 (Double Seven)
01/09/2009,72.31,345,24946.95,73.78,09/09/2009,25454.1,507.15,2.03,System 3 (Double Seven)
21/10/2009,83.06,300,24918.0,85.38,09/11/2009,25614.0,696.0,2.79,System 3 (Double Seven)
10/12/2009,89.26,280,24992.8,85.54,24/12/2009,23951.2,-1041.6,-4.17,System 3 (Double Seven)
12/01/2010,84.76,294,24919.44,88.34,18/01/2010,25971.96,1052.52,4.22,System 3 (Double Seven)
22/01/2010,83.86,298,24990.28,82.8,17/02/2010,24674.4,-315.88,-1.26,System 3 (Double Seven)
18/03/2010,90.05,277,24943.85,91.86,22/03/2010,25445.22,501.37,2.01,System 3 (Double Seven)
08/04/2010,95.14,262,24926.68,97.47,09/04/2010,25537.14,610.46,2.45,System 3 (Double Seven)
04/05/2010,96.85,258,24987.3,98.75,12/05/2010,25477.5,490.2,1.96,System 3 (Double Seven)
19/05/2010,93.43,267,24945.81,94.83,27/05/2010,25319.61,373.8,1.5,System 3 (Double Seven)
25/06/2010,97.39,256,24931.84,98.2,06/07/2010,25139.2,207.36,0.83,System 3 (Double Seven)
21/07/2010,101.66,245,24906.7,103.34,27/07/2010,25318.3,411.6,1.65,System 3 (Double Seven)
09/08/2010,104.1,240,24984.0,106.06,17/08/2010,25454.4,470.4,1.88,System 3 (Double Seven)
27/08/2010,106.96,233,24921.68,109.7,03/09/2010,25560.1,638.42,2.56,System 3 (Double Seven)
07/10/2010,121.68,205,24944.4,117.52,02/11/2010,24091.6,-852.8,-3.42,System 3 (Double Seven)
12/11/2010,115.75,215,24886.25,119.59,02/12/2010,25711.85,825.6,3.32,System 3 (Double Seven)
08/12/2010,114.03,219,24972.57,112.81,28/12/2010,24705.39,-267.18,-1.07,System 3 (Double Seven)
07/01/2011,113.48,220,24965.6,107.43,24/01/2011,23634.6,-1331.0,-5.33,System 3 (Double Seven)
11/04/2011,114.81,217,24913.77,118.6,20/04/2011,25736.2,822.43,3.3,System 3 (Double Seven)
29/04/2011,114.78,217,24907.26,113.69,19/05/2011,24670.73,-236.53,-0.95,System 3 (Double Seven)
16/06/2011,117.15,213,24952.95,119.16,24/06/2011,25381.08,428.13,1.72,System 3 (Double Seven)
12/07/2011,123.99,201,24921.99,128.77,18/07/2011,25882.77,960.78,3.86,System 3 (Double Seven)
28/07/2011,121.83,205,24975.15,117.99,30/08/2011,24187.95,-787.2,-3.15,System 3 (Double Seven)
12/09/2011,117.34,213,24993.42,121.19,19/09/2011,25813.47,820.05,3.28,System 3 (Double Seven)
25/10/2011,117.0,213,24921.0,113.38,01/12/2011,24149.94,-771.06,-3.09,System 3 (Double Seven)
30/01/2012,119.77,208,24912.16,123.03,31/01/2012,25590.24,678.08,2.72,System 3 (Double Seven)
27/02/2012,128.9,193,24877.7,130.8,09/03/2012,25244.4,366.7,1.47,System 3 (Double Seven)
19/03/2012,124.72,200,24944.0,129.72,27/03/2012,25944.0,1000.0,4.01,System 3 (Double Seven)
04/05/2012,134.38,186,24994.68,127.19,28/05/2012,23657.34,-1337.34,-5.35,System 3 (Double Seven)
20/06/2012,133.55,187,24973.85,137.25,27/06/2012,25665.75,691.9,2.77,System 3 (Double Seven)
23/07/2012,143.25,174,24925.5,146.94,31/07/2012,25567.56,642.06,2.58,System 3 (Double Seven)
17/08/2012,148.78,168,24995.04,148.6,11/09/2012,24964.8,-30.24,-0.12,System 3 (Double Seven)
03/10/2012,154.87,161,24934.07,158.54,15/10/2012,25524.94,590.87,2.37,System 3 (Double Seven)
01/11/2012,157.15,159,24986.85,162.83,12/11/2012,25889.97,903.12,3.61,System 3 (Double Seven)
14/12/2012,172.19,145,24967.55,171.13,01/01/2013,24813.85,-153.7,-0.62,System 3 (Double Seven)
07/01/2013,167.05,149,24890.45,167.59,28/01/2013,24970.91,80.46,0.32,System 3 (Double Seven)
29/01/2013,163.12,153,24957.36,164.24,11/02/2013,25128.72,171.36,0.69,System 3 (Double Seven)
22/02/2013,164.83,151,24889.33,164.33,08/03/2013,24813.83,-75.5,-0.3,System 3 (Double Seven)
19/03/2013,157.89,158,24946.62,157.48,02/04/2013,24881.84,-64.78,-0.26,System 3 (Double Seven)
03/05/2013,170.24,146,24855.04,174.29,08/05/2013,25446.34,591.3,2.38,System 3 (Double Seven)
03/06/2013,172.29,145,24982.05,167.38,28/06/2013,24270.1,-711.95,-2.85,System 3 (Double Seven)
07/11/2013,166.35,150,24952.5,165.33,29/11/2013,24799.5,-153.0,-0.61,System 3 (Double Seven)
17/12/2013,164.4,152,24988.8,167.42,27/12/2013,25447.84,459.04,1.84,System 3 (Double Seven)
02/01/2014,164.25,152,24966.0,168.22,13/01/2014,25569.44,603.44,2.42,System 3 (Double Seven)
02/04/2014,182.98,136,24885.28,189.2,09/05/2014,25731.2,845.92,3.4,System 3 (Double Seven)
23/06/2014,205.37,121,24849.77,209.98,02/07/2014,25407.58,557.81,2.24,System 3 (Double Seven)
11/07/2014,202.95,123,24962.85,209.97,22/07/2014,25826.31,863.46,3.46,System 3 (Double Seven)
01/08/2014,203.87,122,24872.14,206.68,14/08/2014,25214.96,342.82,1.38,System 3 (Double Seven)
17/09/2014,211.6,118,24968.8,217.92,26/09/2014,25714.56,745.76,2.99,System 3 (Double Seven)
16/10/2014,214.72,116,24907.52,223.45,20/10/2014,25920.2,1012.68,4.07,System 3 (Double Seven)
03/12/2014,233.28,107,24960.96,240.93,22/12/2014,25779.51,818.55,3.28,System 3 (Double Seven)
06/01/2015,235.57,106,24970.42,243.92,09/01/2015,25855.52,885.1,3.54,System 3 (Double Seven)
06/02/2015,263.38,94,24757.72,269.95,19/02/2015,25375.3,617.58,2.49,System 3 (Double Seven)
25/02/2015,263.12,95,24996.4,270.64,02/03/2015,25710.8,714.4,2.86,System 3 (Double Seven)
10/03/2015,263.14,95,24998.3,265.89,18/03/2015,25259.55,261.25,1.05,System 3 (Double Seven)
24/03/2015,259.49,96,24911.04,264.03,09/04/2015,25346.88,435.84,1.75,System 3 (Double Seven)
15/04/2015,257.92,96,24760.32,247.77,14/05/2015,23785.92,-974.4,-3.94,System 3 (Double Seven)
02/06/2015,252.2,99,24967.8,254.9,18/06/2015,25235.1,267.3,1.07,System 3 (Double Seven)
27/07/2015,273.97,91,24931.27,275.45,14/08/2015,25065.95,134.68,0.54,System 3 (Double Seven)
21/08/2015,265.33,94,24941.02,254.93,14/09/2015,23963.42,-977.6,-3.92,System 3 (Double Seven)
02/11/2015,270.78,92,24911.76,267.23,19/11/2015,24585.16,-326.6,-1.31,System 3 (Double Seven)
04/12/2015,264.73,94,24884.62,266.83,16/12/2015,25082.02,197.4,0.79,System 3 (Double Seven)
04/01/2016,267.63,93,24889.59,262.47,29/01/2016,24409.71,-479.88,-1.93,System 3 (Double Seven)
23/05/2016,284.19,87,24724.53,293.33,25/05/2016,25519.71,795.18,3.22,System 3 (Double Seven)
03/06/2016,292.94,85,24899.9,292.5,17/06/2016,24862.5,-37.4,-0.15,System 3 (Double Seven)
24/06/2016,290.48,86,24981.28,296.42,07/07/2016,25492.12,510.84,2.04,System 3 (Double Seven)
10/08/2016,306.73,81,24845.13,313.13,18/08/2016,25363.53,518.4,2.09,System 3 (Double Seven)
29/08/2016,309.53,80,24762.4,317.17,30/08/2016,25373.6,611.2,2.47,System 3 (Double Seven)
12/09/2016,319.98,78,24958.44,326.73,22/09/2016,25484.94,526.5,2.11,System 3 (Double Seven)
29/09/2016,319.38,78,24911.64,319.64,10/11/2016,24931.92,20.28,0.08,System 3 (Double Seven)
17/11/2016,307.55,81,24911.55,299.9,30/11/2016,24291.9,-619.65,-2.49,System 3 (Double Seven)
02/03/2017,345.03,72,24842.16,348.55,09/03/2017,25095.6,253.44,1.02,System 3 (Double Seven)
27/03/2017,352.47,70,24672.9,366.55,30/03/2017,25658.5,985.6,3.99,System 3 (Double Seven)
05/05/2017,383.05,65,24898.25,387.95,10/05/2017,25216.75,318.5,1.28,System 3 (Double Seven)
28/06/2017,416.62,60,24997.2,416.8,07/07/2017,25008.0,10.8,0.04,System 3 (Double Seven)
08/08/2017,444.48,56,24890.88,444.12,31/08/2017,24870.72,-20.16,-0.08,System 3 (Double Seven)
22/09/2017,456.03,54,24625.62,454.7,12/10/2017,24553.8,-71.82,-0.29,System 3 (Double Seven)
25/10/2017,448.78,55,24682.9,457.68,03/11/2017,25172.4,489.5,1.98,System 3 (Double Seven)
13/11/2017,453.39,55,24936.45,459.54,20/11/2017,25274.7,338.25,1.36,System 3 (Double Seven)
04/12/2017,458.53,54,24760.62,468.37,15/12/2017,25291.98,531.36,2.15,System 3 (Double Seven)
27/12/2017,464.19,53,24602.07,468.14,11/01/2018,24811.42,209.35,0.85,System 3 (Double Seven)
02/02/2018,487.0,51,24837.0,477.89,26/02/2018,24372.39,-464.61,-1.87,System 3 (Double Seven)
06/03/2018,461.57,54,24924.78,470.2,15/03/2018,25390.8,466.02,1.87,System 3 (Double Seven)
19/03/2018,461.82,54,24938.28,473.37,26/03/2018,25561.98,623.7,2.5,System 3 (Double Seven)
25/04/2018,480.19,52,24969.88,492.38,02/05/2018,25603.76,633.88,2.54,System 3 (Double Seven)
22/05/2018,497.48,50,24874.0,510.55,28/05/2018,25527.5,653.5,2.63,System 3 (Double Seven)
11/06/2018,510.58,48,24507.84,514.04,20/06/2018,24673.92,166.08,0.68,System 3 (Double Seven)
03/07/2018,517.55,48,24842.4,536.6,10/07/2018,25756.8,914.4,3.68,System 3 (Double Seven)
23/07/2018,539.12,46,24799.52,548.15,26/07/2018,25214.9,415.38,1.67,System 3 (Double Seven)
02/08/2018,532.55,46,24497.3,501.52,28/09/2018,23069.92,-1427.38,-5.83,System 3 (Double Seven)
11/12/2018,514.89,48,24714.72,532.55,17/12/2018,25562.4,847.68,3.43,System 3 (Double Seven)
24/12/2018,520.17,48,24968.16,537.03,01/01/2019,25777.44,809.28,3.24,System 3 (Double Seven)
08/01/2019,525.75,47,24710.25,530.48,15/01/2019,24932.56,222.31,0.9,System 3 (Double Seven)
24/01/2019,525.57,47,24701.79,526.23,04/02/2019,24732.81,31.02,0.13,System 3 (Double Seven)
14/02/2019,527.55,47,24794.85,531.35,25/02/2019,24973.45,178.6,0.72,System 3 (Double Seven)
28/02/2019,519.39,48,24930.72,531.63,07/03/2019,25518.24,587.52,2.36,System 3 (Double Seven)
04/04/2019,570.99,43,24552.57,579.37,30/04/2019,24912.91,360.34,1.47,System 3 (Double Seven)
13/05/2019,571.8,43,24587.4,590.53,17/05/2019,25392.79,805.39,3.28,System 3 (Double Seven)
17/06/2019,605.5,41,24825.5,616.98,26/06/2019,25296.18,470.68,1.9,System 3 (Double Seven)
08/07/2019,602.4,41,24698.4,602.98,18/07/2019,24722.18,23.78,0.1,System 3 (Double Seven)
19/07/2019,593.92,42,24944.64,570.5,09/08/2019,23961.0,-983.64,-3.94,System 3 (Double Seven)
03/10/2019,611.78,40,24471.2,614.5,18/10/2019,24580.0,108.8,0.44,System 3 (Double Seven)
03/12/2019,627.7,39,24480.3,631.8,12/12/2019,24640.2,159.9,0.65,System 3 (Double Seven)
03/01/2020,634.2,39,24733.8,644.75,14/01/2020,25145.25,411.45,1.66,System 3 (Double Seven)
20/01/2020,627.45,39,24470.55,622.33,05/02/2020,24270.87,-199.68,-0.82,System 3 (Double Seven)
14/02/2020,609.68,41,24996.88,452.23,27/03/2020,18541.43,-6455.45,-25.83,System 3 (Double Seven)
07/09/2020,555.25,45,24986.25,531.28,29/09/2020,23907.6,-1078.65,-4.32,System 3 (Double Seven)
29/10/2020,593.6,42,24931.2,623.98,03/11/2020,26207.16,1275.96,5.12,System 3 (Double Seven)
03/12/2020,688.6,36,24789.6,705.35,16/12/2020,25392.6,603.0,2.43,System 3 (Double Seven)
22/01/2021,721.78,34,24540.52,780.28,02/02/2021,26529.52,1989.0,8.1,System 3 (Double Seven)
18/02/2021,777.15,32,24868.8,774.4,30/03/2021,24780.8,-88.0,-0.35,System 3 (Double Seven)
05/04/2021,724.8,34,24643.2,719.35,27/04/2021,24457.9,-185.3,-0.75,System 3 (Double Seven)
04/05/2021,694.18,36,24990.48,720.13,17/05/2021,25924.68,934.2,3.74,System 3 (Double Seven)
08/06/2021,741.53,33,24470.49,753.13,24/06/2021,24853.29,382.8,1.56,System 3 (Double Seven)
02/07/2021,740.2,33,24426.6,767.35,06/07/2021,25322.55,895.95,3.67,System 3 (Double Seven)
19/07/2021,735.5,33,24271.5,732.65,04/08/2021,24177.45,-94.05,-0.39,System 3 (Double Seven)
13/09/2021,777.78,32,24888.96,791.08,17/09/2021,25314.56,425.6,1.71,System 3 (Double Seven)
22/09/2021,766.85,32,24539.2,800.78,24/09/2021,25624.96,1085.76,4.42,System 3 (Double Seven)
26/10/2021,826.38,30,24791.4,776.9,08/12/2021,23307.0,-1484.4,-5.99,System 3 (Double Seven)
13/01/2022,764.0,32,24448.0,765.6,02/02/2022,24499.2,51.2,0.21,System 3 (Double Seven)
23/08/2022,732.9,34,24918.6,747.53,05/09/2022,25416.02,497.42,2.0,System 3 (Double Seven)
22/09/2022,743.0,33,24519.0,726.5,04/10/2022,23974.5,-544.5,-2.22,System 3 (Double Seven)
22/11/2022,797.5,31,24722.5,815.53,09/12/2022,25281.43,558.93,2.26,System 3 (Double Seven)
21/12/2022,808.8,30,24264.0,820.65,29/12/2022,24619.5,355.5,1.47,System 3 (Double Seven)
04/01/2023,805.03,31,24955.93,804.45,17/01/2023,24937.95,-17.98,-0.07,System 3 (Double Seven)
30/01/2023,807.08,30,24212.4,836.85,14/02/2023,25105.5,893.1,3.69,System 3 (Double Seven)
20/02/2023,820.18,30,24605.4,807.95,03/03/2023,24238.5,-366.9,-1.49,System 3 (Double Seven)
13/03/2023,784.28,31,24312.68,790.1,28/03/2023,24493.1,180.42,0.74,System 3 (Double Seven)
05/05/2023,812.83,30,24384.9,818.18,21/06/2023,24545.4,160.5,0.66,System 3 (Double Seven)
10/07/2023,829.0,30,24870.0,839.9,17/07/2023,25197.0,327.0,1.31,System 3 (Double Seven)
27/07/2023,838.48,29,24315.92,795.6,29/08/2023,23072.4,-1243.52,-5.11,System 3 (Double Seven)
08/01/2024,831.73,30,24951.9,727.15,20/02/2024,21814.5,-3137.4,-12.57,System 3 (Double Seven)
05/07/2024,824.05,30,24721.5,821.28,22/07/2024,24638.4,-83.1,-0.34,System 3 (Double Seven)
24/07/2024,802.03,31,24862.93,819.4,01/08/2024,25401.4,538.47,2.17,System 3 (Double Seven)
06/08/2024,800.6,31,24818.6,830.05,12/08/2024,25731.55,912.95,3.68,System 3 (Double Seven)
01/10/2024,863.1,28,24166.8,844.05,14/10/2024,23633.4,-533.4,-2.21,System 3 (Double Seven)
04/11/2024,857.05,29,24854.45,878.93,05/11/2024,25488.97,634.52,2.55,System 3 (Double Seven)
13/11/2024,840.68,29,24379.72,892.8,25/11/2024,25891.2,1511.48,6.2,System 3 (Double Seven)
17/12/2024,916.63,27,24749.01,833.03,22/01/2025,22491.81,-2257.2,-9.12,System 3 (Double Seven)
13/02/2025,848.85,29,24616.65,863.6,19/02/2025,25044.4,427.75,1.74,System 3 (Double Seven)
20/02/2025,843.55,29,24462.95,866.2,28/02/2025,25119.8,656.85,2.69,System 3 (Double Seven)
01/04/2025,883.93,28,24750.04,932.45,15/04/2025,26108.6,1358.56,5.49,System 3 (Double Seven)
09/05/2025,944.85,26,24566.1,978.6,12/05/2025,25443.6,877.5,3.57,System 3 (Double Seven)
13/06/2025,958.8,26,24928.8,982.35,20/06/2025,25541.1,612.3,2.46,System 3 (Double Seven)
11/07/2025,991.85,25,24796.25,1003.55,22/07/2025,25088.75,292.5,1.18,System 3 (Double Seven)
04/08/2025,996.0,25,24900.0,1001.8,18/08/2025,25045.0,145.0,0.58,System 3 (Double Seven)
22/08/2025,982.3,25,24557.5,966.0,08/09/2025,24150.0,-407.5,-1.66,System 3 (Double Seven)
22/09/2025,964.2,25,24105.0,965.25,01/10/2025,24131.25,26.25,0.11,System 3 (Double Seven)
31/10/2025,987.3,25,24682.5,996.55,17/11/2025,24913.75,231.25,0.94,System 3 (Double Seven)
17/12/2025,984.0,25,24600.0,997.2,24/12/2025,24930.0,330.0,1.34,System 3 (Double Seven)
