ENTRY DATE,ENTRY PRICE,QUANTITY,TOTAL BUY VALUE,EXIT PRICE,EXIT DATE,TOTAL SELL VALUE,P&L,ROI %,STRATEGY
03/03/2008,3.98,6281,24998.38,3.39,01/04/2008,21292.59,-3705.79,-14.82,System 3 (Double Seven)
11/06/2009,1.59,15723,24999.57,1.58,01/07/2009,24842.34,-157.23,-0.63,System 3 (Double Seven)
06/07/2009,1.46,17123,24999.58,1.78,15/07/2009,30478.94,5479.36,21.92,System 3 (Double Seven)
17/08/2009,1.93,12953,24999.29,2.04,26/08/2009,26424.12,1424.83,5.7,System 3 (Double Seven)
10/09/2009,2.07,12077,24999.39,2.32,17/09/2009,28018.64,3019.25,12.08,System 3 (Double Seven)
22/10/2009,2.78,8992,24997.76,2.63,09/11/2009,23648.96,-1348.8,-5.4,System 3 (Double Seven)
27/11/2009,2.84,8802,24997.68,3.03,03/12/2009,26670.06,1672.38,6.69,System 3 (Double Seven)
14/12/2009,3.01,8305,24998.05,3.12,21/12/2009,25911.6,913.55,3.65,System 3 (Double Seven)
13/01/2010,3.27,7645,24999.15,3.1,17/02/2010,23699.5,-1299.65,-5.2,System 3 (Double Seven)
25/02/2010,2.85,8771,24997.35,3.15,02/03/2010,27628.65,2631.3,10.53,System 3 (Double Seven)
11/03/2010,3.13,7987,24999.31,3.15,29/03/2010,25159.05,159.74,0.64,System 3 (Double Seven)
24/05/2010,4.52,5530,24995.6,4.71,02/06/2010,26046.3,1050.7,4.2,System 3 (Double Seven)
28/06/2010,4.71,5307,24995.97,4.94,05/07/2010,26216.58,1220.61,4.88,System 3 (Double Seven)
23/07/2010,5.27,4743,24995.61,5.52,28/07/2010,26181.36,1185.75,4.74,System 3 (Double Seven)
30/08/2010,6.11,4091,24996.01,6.44,02/09/2010,26346.04,1350.03,5.4,System 3 (Double Seven)
18/10/2010,7.6,3289,24996.4,7.99,01/11/2010,26279.11,1282.71,5.13,System 3 (Double Seven)
11/11/2010,7.96,3140,24994.4,7.04,30/12/2010,22105.6,-2888.8,-11.56,System 3 (Double Seven)
06/01/2011,6.89,3628,24996.92,6.14,14/02/2011,22275.92,-2721.0,-10.89,System 3 (Double Seven)
18/04/2011,7.0,3571,24997.0,6.32,01/06/2011,22568.72,-2428.28,-9.71,System 3 (Double Seven)
26/07/2011,7.06,3541,24999.46,7.08,12/08/2011,25070.28,70.82,0.28,System 3 (Double Seven)
24/10/2011,6.47,3863,24993.61,6.97,28/10/2011,26925.11,1931.5,7.73,System 3 (Double Seven)
11/11/2011,6.68,3742,24996.56,6.49,02/12/2011,24285.58,-710.98,-2.84,System 3 (Double Seven)
16/02/2012,7.86,3180,24994.8,7.94,09/03/2012,25249.2,254.4,1.02,System 3 (Double Seven)
24/04/2012,8.49,2944,24994.56,8.9,02/05/2012,26201.6,1207.04,4.83,System 3 (Double Seven)
16/05/2012,8.5,2941,24998.5,8.53,06/06/2012,25086.73,88.23,0.35,System 3 (Double Seven)
28/08/2012,10.65,2347,24995.55,10.71,07/09/2012,25136.37,140.82,0.56,System 3 (Double Seven)
05/11/2012,12.62,1980,24987.6,13.71,12/11/2012,27145.8,2158.2,8.64,System 3 (Double Seven)
22/11/2012,13.27,1883,24987.41,13.68,27/11/2012,25759.44,772.03,3.09,System 3 (Double Seven)
06/12/2012,13.47,1855,24986.85,13.14,24/12/2012,24374.7,-612.15,-2.45,System 3 (Double Seven)
23/01/2013,13.2,1893,24987.6,12.92,14/02/2013,24457.56,-530.04,-2.12,System 3 (Double Seven)
22/02/2013,12.39,2017,24990.63,13.11,27/02/2013,26442.87,1452.24,5.81,System 3 (Double Seven)
06/03/2013,12.48,2003,24997.44,12.99,15/03/2013,26018.97,1021.53,4.09,System 3 (Double Seven)
20/03/2013,12.49,2001,24992.49,11.72,18/04/2013,23451.72,-1540.77,-6.16,System 3 (Double Seven)
06/06/2013,14.54,1719,24994.26,15.03,07/06/2013,25836.57,842.31,3.37,System 3 (Double Seven)
13/06/2013,14.38,1738,24992.44,14.39,01/07/2013,25009.82,17.38,0.07,System 3 (Double Seven)
18/07/2013,13.75,1818,24997.5,12.44,13/08/2013,22615.92,-2381.58,-9.53,System 3 (Double Seven)
21/11/2013,13.95,1792,24998.4,14.7,03/12/2013,26342.4,1344.0,5.38,System 3 (Double Seven)
17/12/2013,14.8,1689,24997.2,15.55,23/12/2013,26263.95,1266.75,5.07,System 3 (Double Seven)
09/01/2014,15.5,1612,24986.0,15.84,16/01/2014,25534.08,548.08,2.19,System 3 (Double Seven)
24/01/2014,15.51,1611,24986.61,15.04,17/02/2014,24229.44,-757.17,-3.03,System 3 (Double Seven)
14/05/2014,18.06,1384,24995.04,20.44,22/05/2014,28288.96,3293.92,13.18,System 3 (Double Seven)
11/06/2014,20.41,1224,24981.84,21.0,02/07/2014,25704.0,722.16,2.89,System 3 (Double Seven)
06/08/2014,21.87,1143,24997.41,22.49,11/08/2014,25706.07,708.66,2.83,System 3 (Double Seven)
17/09/2014,24.81,1007,24983.67,26.88,19/09/2014,27068.16,2084.49,8.34,System 3 (Double Seven)
16/10/2014,26.4,946,24974.4,28.42,27/10/2014,26885.32,1910.92,7.65,System 3 (Double Seven)
26/11/2014,30.01,833,24998.33,31.06,03/12/2014,25872.98,874.65,3.5,System 3 (Double Seven)
16/12/2014,31.58,791,24979.78,34.84,23/12/2014,27558.44,2578.66,10.32,System 3 (Double Seven)
06/01/2015,34.26,729,24975.54,37.74,14/01/2015,27512.46,2536.92,10.16,System 3 (Double Seven)
06/02/2015,40.43,618,24985.74,41.84,13/02/2015,25857.12,871.38,3.49,System 3 (Double Seven)
24/02/2015,41.2,606,24967.2,43.85,28/02/2015,26573.1,1605.9,6.43,System 3 (Double Seven)
11/03/2015,41.33,604,24963.32,41.09,31/03/2015,24818.36,-144.96,-0.58,System 3 (Double Seven)
21/04/2015,43.73,571,24969.83,42.9,05/05/2015,24495.9,-473.93,-1.9,System 3 (Double Seven)
27/05/2015,44.12,566,24971.92,44.51,05/06/2015,25192.66,220.74,0.88,System 3 (Double Seven)
08/07/2015,52.26,478,24980.28,53.39,28/07/2015,25520.42,540.14,2.16,System 3 (Double Seven)
10/08/2015,54.39,459,24965.01,52.02,03/09/2015,23877.18,-1087.83,-4.36,System 3 (Double Seven)
18/09/2015,49.66,503,24978.98,51.31,30/09/2015,25808.93,829.95,3.32,System 3 (Double Seven)
09/10/2015,49.96,500,24980.0,53.11,20/10/2015,26555.0,1575.0,6.31,System 3 (Double Seven)
16/11/2015,52.72,474,24989.28,54.17,19/11/2015,25676.58,687.3,2.75,System 3 (Double Seven)
04/12/2015,54.47,458,24947.26,56.06,15/12/2015,25675.48,728.22,2.92,System 3 (Double Seven)
15/01/2016,59.75,418,24975.5,60.03,01/02/2016,25092.54,117.04,0.47,System 3 (Double Seven)
12/02/2016,59.97,416,24947.52,62.09,01/03/2016,25829.44,881.92,3.54,System 3 (Double Seven)
22/04/2016,69.71,358,24956.18,70.54,02/05/2016,25253.32,297.14,1.19,System 3 (Double Seven)
25/05/2016,73.37,340,24945.8,79.65,02/06/2016,27081.0,2135.2,8.56,System 3 (Double Seven)
10/06/2016,75.96,329,24990.84,76.97,23/06/2016,25323.13,332.29,1.33,System 3 (Double Seven)
12/09/2016,109.44,228,24952.32,112.8,22/09/2016,25718.4,766.08,3.07,System 3 (Double Seven)
29/09/2016,103.72,241,24996.52,111.74,18/10/2016,26929.34,1932.82,7.73,System 3 (Double Seven)
27/10/2016,110.48,226,24968.48,87.93,28/11/2016,19872.18,-5096.3,-20.41,System 3 (Double Seven)
15/02/2017,104.04,240,24969.6,109.44,16/02/2017,26265.6,1296.0,5.19,System 3 (Double Seven)
02/03/2017,104.88,238,24961.44,109.45,10/03/2017,26049.1,1087.66,4.36,System 3 (Double Seven)
19/05/2017,128.92,193,24881.56,132.16,30/05/2017,25506.88,625.32,2.51,System 3 (Double Seven)
27/06/2017,135.0,185,24975.0,139.93,06/07/2017,25887.05,912.05,3.65,System 3 (Double Seven)
09/08/2017,169.77,147,24956.19,177.93,23/08/2017,26155.71,1199.52,4.81,System 3 (Double Seven)
22/09/2017,186.32,134,24966.88,192.36,06/10/2017,25776.24,809.36,3.24,System 3 (Double Seven)
17/10/2017,186.71,133,24832.43,183.7,03/11/2017,24432.1,-400.33,-1.61,System 3 (Double Seven)
08/11/2017,177.57,140,24859.8,178.74,17/11/2017,25023.6,163.8,0.66,System 3 (Double Seven)
29/11/2017,175.63,142,24939.46,172.96,15/12/2017,24560.32,-379.14,-1.52,System 3 (Double Seven)
01/01/2018,172.57,144,24850.08,181.45,05/01/2018,26128.8,1278.72,5.15,System 3 (Double Seven)
15/01/2018,173.82,143,24856.26,173.92,24/01/2018,24870.56,14.3,0.06,System 3 (Double Seven)
31/01/2018,167.79,148,24832.92,167.0,14/02/2018,24716.0,-116.92,-0.47,System 3 (Double Seven)
19/04/2018,191.33,130,24872.9,190.2,15/05/2018,24726.0,-146.9,-0.59,System 3 (Double Seven)
29/05/2018,207.71,120,24925.2,216.07,06/06/2018,25928.4,1003.2,4.02,System 3 (Double Seven)
31/08/2018,285.66,87,24852.42,227.1,10/10/2018,19757.7,-5094.72,-20.5,System 3 (Double Seven)
12/11/2018,227.76,109,24825.84,240.21,16/11/2018,26182.89,1357.05,5.47,System 3 (Double Seven)
10/12/2018,239.56,104,24914.24,253.22,18/12/2018,26334.88,1420.64,5.7,System 3 (Double Seven)
07/01/2019,255.36,97,24769.92,260.42,15/01/2019,25260.74,490.82,1.98,System 3 (Double Seven)
28/01/2019,245.85,101,24830.85,271.13,06/02/2019,27384.13,2553.28,10.28,System 3 (Double Seven)
13/02/2019,259.06,96,24869.76,265.47,21/02/2019,25485.12,615.36,2.47,System 3 (Double Seven)
10/04/2019,299.84,83,24886.72,309.31,24/04/2019,25672.73,786.01,3.16,System 3 (Double Seven)
06/05/2019,303.43,82,24881.26,311.01,16/05/2019,25502.82,621.56,2.5,System 3 (Double Seven)
08/07/2019,341.33,73,24917.09,327.23,06/08/2019,23887.79,-1029.3,-4.13,System 3 (Double Seven)
22/08/2019,311.41,80,24912.8,335.78,27/08/2019,26862.4,1949.6,7.83,System 3 (Double Seven)
19/09/2019,336.21,74,24879.54,370.22,20/09/2019,27396.28,2516.74,10.12,System 3 (Double Seven)
04/10/2019,390.4,64,24985.6,410.68,17/10/2019,26283.52,1297.92,5.19,System 3 (Double Seven)
27/10/2019,397.89,62,24669.18,406.99,01/11/2019,25233.38,564.2,2.29,System 3 (Double Seven)
19/11/2019,413.58,60,24814.8,403.68,11/12/2019,24220.8,-594.0,-2.39,System 3 (Double Seven)
06/01/2020,399.67,62,24779.54,420.73,15/01/2020,26085.26,1305.72,5.27,System 3 (Double Seven)
21/01/2020,413.86,60,24831.6,441.9,29/01/2020,26514.0,1682.4,6.78,System 3 (Double Seven)
28/02/2020,446.59,55,24562.45,255.19,09/04/2020,14035.45,-10527.0,-42.86,System 3 (Double Seven)
09/09/2020,342.29,73,24987.17,344.28,01/10/2020,25132.44,145.27,0.58,System 3 (Double Seven)
08/12/2020,479.22,52,24919.44,489.87,14/12/2020,25473.24,553.8,2.22,System 3 (Double Seven)
05/01/2021,513.3,48,24638.4,511.83,21/01/2021,24567.84,-70.56,-0.29,System 3 (Double Seven)
29/01/2021,473.46,52,24619.92,517.32,02/02/2021,26900.64,2280.72,9.26,System 3 (Double Seven)
22/02/2021,537.69,46,24733.74,554.51,10/03/2021,25507.46,773.72,3.13,System 3 (Double Seven)
24/03/2021,527.03,47,24770.41,473.66,26/04/2021,22262.02,-2508.39,-10.13,System 3 (Double Seven)
11/05/2021,542.47,46,24953.62,568.88,18/05/2021,26168.48,1214.86,4.87,System 3 (Double Seven)
22/06/2021,601.68,41,24668.88,620.24,06/07/2021,25429.84,760.96,3.08,System 3 (Double Seven)
19/07/2021,601.54,41,24663.14,619.56,22/07/2021,25401.96,738.82,3.0,System 3 (Double Seven)
09/08/2021,619.32,40,24772.8,637.72,16/08/2021,25508.8,736.0,2.97,System 3 (Double Seven)
09/09/2021,743.07,33,24521.31,781.39,21/09/2021,25785.87,1264.56,5.16,System 3 (Double Seven)
21/10/2021,773.73,32,24759.36,767.37,08/11/2021,24555.84,-203.52,-0.82,System 3 (Double Seven)
22/11/2021,705.83,35,24704.05,718.05,02/12/2021,25131.75,427.7,1.73,System 3 (Double Seven)
15/12/2021,684.73,36,24650.28,697.73,31/12/2021,25118.28,468.0,1.9,System 3 (Double Seven)
19/01/2022,757.18,33,24986.94,666.66,15/03/2022,21999.78,-2987.16,-11.95,System 3 (Double Seven)
12/04/2022,727.45,34,24733.3,599.35,27/05/2022,20377.9,-4355.4,-17.61,System 3 (Double Seven)
10/08/2022,714.94,34,24307.96,752.71,17/08/2022,25592.14,1284.18,5.28,System 3 (Double Seven)
22/08/2022,710.22,35,24857.7,730.63,30/08/2022,25572.05,714.35,2.87,System 3 (Double Seven)
26/09/2022,725.95,34,24682.3,739.04,18/10/2022,25127.36,445.06,1.8,System 3 (Double Seven)
25/10/2022,710.29,35,24860.15,721.2,04/11/2022,25242.0,381.85,1.54,System 3 (Double Seven)
10/11/2022,697.51,35,24412.85,668.7,19/12/2022,23404.5,-1008.35,-4.13,System 3 (Double Seven)
22/06/2023,703.8,35,24633.0,733.8,03/07/2023,25683.0,1050.0,4.26,System 3 (Double Seven)
18/07/2023,741.5,33,24469.5,759.51,19/07/2023,25063.83,594.33,2.43,System 3 (Double Seven)
27/07/2023,728.5,34,24769.0,712.2,23/08/2023,24214.8,-554.2,-2.24,System 3 (Double Seven)
18/10/2023,786.66,31,24386.46,756.21,06/11/2023,23442.51,-943.95,-3.87,System 3 (Double Seven)
09/11/2023,738.67,33,24376.11,725.94,01/12/2023,23956.02,-420.09,-1.72,System 3 (Double Seven)
13/12/2023,725.8,34,24677.2,747.42,14/12/2023,25412.28,735.08,2.98,System 3 (Double Seven)
26/12/2023,716.23,34,24351.82,743.01,02/01/2024,25262.34,910.52,3.74,System 3 (Double Seven)
15/01/2024,747.8,33,24677.4,671.28,19/02/2024,22152.24,-2525.16,-10.23,System 3 (Double Seven)
03/10/2024,743.39,33,24531.87,704.09,24/10/2024,23234.97,-1296.9,-5.29,System 3 (Double Seven)
13/01/2025,715.1,34,24313.4,744.01,20/01/2025,25296.34,982.94,4.04,System 3 (Double Seven)
24/02/2025,835.5,29,24229.5,848.88,25/02/2025,24617.52,388.02,1.6,System 3 (Double Seven)
05/03/2025,829.87,30,24896.1,858.04,17/03/2025,25741.2,845.1,3.39,System 3 (Double Seven)
02/04/2025,866.93,28,24274.04,892.11,11/04/2025,24979.08,705.04,2.9,System 3 (Double Seven)
30/04/2025,863.45,28,24176.6,901.85,12/05/2025,25251.8,1075.2,4.45,System 3 (Double Seven)
02/06/2025,911.85,27,24619.95,937.15,06/06/2025,25303.05,683.1,2.77,System 3 (Double Seven)
17/06/2025,923.0,27,24921.0,951.5,26/06/2025,25690.5,769.5,3.09,System 3 (Double Seven)
03/07/2025,910.15,27,24574.05,940.6,09/07/2025,25396.2,822.15,3.35,System 3 (Double Seven)
25/07/2025,913.75,27,24671.25,905.2,18/08/2025,24440.4,-230.85,-0.94,System 3 (Double Seven)
26/09/2025,985.1,25,24627.5,1016.55,07/10/2025,25413.75,786.25,3.19,System 3 (Double Seven)
29/10/2025,1062.95,23,24447.85,1085.0,10/11/2025,24955.0,507.15,2.07,System 3 (Double Seven)
11/11/2025,1005.2,24,24124.8,1028.6,20/11/2025,24686.4,561.6,2.33,System 3 (Double Seven)
21/11/2025,1004.1,24,24098.4,1033.8,27/11/2025,24811.2,712.8,2.96,System 3 (Double Seven)
