ENTRY DATE,ENTRY PRICE,QUANTITY,TOTAL BUY VALUE,EXIT PRICE,EXIT DATE,EXIT REASON,TOTAL SELL VALUE,P&L,ROI %,STRATEGY
15/07/2009,163.7,132,21608.4,201.31,15/09/2009,Target (5x ATR),26573.01,4964.61,22.98,GFS (ATR 1:2.5 Ratio)
30/11/2009,223.96,137,30682.52,209.4,22/01/2010,Stop Loss (2x ATR),28688.19,-1994.33,-6.5,GFS (ATR 1:2.5 Ratio)
11/06/2010,233.99,120,28078.8,275.56,12/08/2010,Target (5x ATR),33067.8,4989.0,17.77,GFS (ATR 1:2.5 Ratio)
27/08/2010,279.44,141,39401.04,314.72,13/09/2010,Target (5x ATR),44375.32,4974.28,12.62,GFS (ATR 1:2.5 Ratio)
14/10/2010,326.15,172,56097.8,314.58,18/10/2010,Stop Loss (2x ATR),54108.5,-1989.3,-3.55,GFS (ATR 1:2.5 Ratio)
19/10/2010,311.66,144,44879.04,346.35,05/11/2010,Target (5x ATR),49873.78,4994.74,11.13,GFS (ATR 1:2.5 Ratio)
09/11/2010,327.26,116,37962.16,310.13,12/11/2010,Stop Loss (2x ATR),35974.75,-1987.41,-5.24,GFS (ATR 1:2.5 Ratio)
15/11/2010,316.35,97,30685.95,295.9,23/11/2010,Stop Loss (2x ATR),28702.72,-1983.23,-6.46,GFS (ATR 1:2.5 Ratio)
30/06/2014,268.63,139,37339.57,254.29,10/07/2014,Stop Loss (2x ATR),35346.71,-1992.86,-5.34,GFS (ATR 1:2.5 Ratio)
15/07/2014,251.76,129,32477.04,236.31,13/08/2014,Stop Loss (2x ATR),30484.36,-1992.68,-6.14,GFS (ATR 1:2.5 Ratio)
19/09/2014,256.8,187,48021.6,246.14,24/09/2014,Stop Loss (2x ATR),46027.38,-1994.22,-4.15,GFS (ATR 1:2.5 Ratio)
31/12/2014,311.85,124,38669.4,295.72,07/01/2015,Stop Loss (2x ATR),36669.46,-1999.94,-5.17,GFS (ATR 1:2.5 Ratio)
08/01/2015,304.85,172,52434.2,333.89,28/01/2015,Target (5x ATR),57428.34,4994.14,9.52,GFS (ATR 1:2.5 Ratio)
29/01/2015,327.0,124,40548.0,310.97,30/01/2015,Stop Loss (2x ATR),38560.46,-1987.54,-4.9,GFS (ATR 1:2.5 Ratio)
02/02/2015,307.5,107,32902.5,288.94,06/02/2015,Stop Loss (2x ATR),30916.12,-1986.38,-6.04,GFS (ATR 1:2.5 Ratio)
31/05/2017,288.3,126,36325.8,272.48,29/06/2017,Stop Loss (2x ATR),34332.3,-1993.5,-5.49,GFS (ATR 1:2.5 Ratio)
31/03/2021,364.3,82,29872.6,340.04,12/04/2021,Stop Loss (2x ATR),27882.93,-1989.67,-6.66,GFS (ATR 1:2.5 Ratio)
15/04/2021,342.7,75,25702.5,417.0,24/05/2021,Target (5x ATR),31275.0,5572.5,21.68,GFS (ATR 1:2.5 Ratio)
09/06/2021,421.45,84,35401.8,480.61,12/10/2021,Target (5x ATR),40371.3,4969.5,14.04,GFS (ATR 1:2.5 Ratio)
28/10/2021,501.35,66,33089.1,471.48,26/11/2021,Stop Loss (2x ATR),31117.59,-1971.51,-5.96,GFS (ATR 1:2.5 Ratio)
02/12/2021,477.0,64,30528.0,446.01,20/12/2021,Stop Loss (2x ATR),28544.46,-1983.54,-6.5,GFS (ATR 1:2.5 Ratio)
22/12/2021,455.85,77,35100.45,520.46,27/01/2022,Target (5x ATR),40075.2,4974.75,14.17,GFS (ATR 1:2.5 Ratio)
28/01/2022,523.45,70,36641.5,480.0,24/02/2022,Stop Loss (2x ATR),33600.0,-3041.5,-8.3,GFS (ATR 1:2.5 Ratio)
30/09/2022,530.6,66,35019.6,613.0,07/11/2022,Target (5x ATR),40458.0,5438.4,15.53,GFS (ATR 1:2.5 Ratio)
11/11/2022,601.3,68,40888.4,572.24,23/12/2022,Stop Loss (2x ATR),38912.03,-1976.37,-4.83,GFS (ATR 1:2.5 Ratio)
26/12/2022,597.1,80,47768.0,572.37,25/01/2023,Stop Loss (2x ATR),45789.71,-1978.29,-4.14,GFS (ATR 1:2.5 Ratio)
01/08/2023,612.35,91,55723.85,590.56,03/08/2023,Stop Loss (2x ATR),53740.7,-1983.15,-3.56,GFS (ATR 1:2.5 Ratio)
04/08/2023,573.2,82,47002.4,548.89,26/10/2023,Stop Loss (2x ATR),45008.63,-1993.77,-4.24,GFS (ATR 1:2.5 Ratio)
31/01/2024,640.5,64,40992.0,717.87,08/02/2024,Target (5x ATR),45944.0,4952.0,12.08,GFS (ATR 1:2.5 Ratio)
28/02/2024,742.5,49,36382.5,863.55,03/06/2024,Target (5x ATR),42313.95,5931.45,16.3,GFS (ATR 1:2.5 Ratio)
05/06/2024,789.75,29,22902.75,722.46,12/02/2025,Stop Loss (2x ATR),20951.26,-1951.49,-8.52,GFS (ATR 1:2.5 Ratio)
26/09/2025,856.95,76,65128.2,922.0,27/10/2025,Target (5x ATR),70072.27,4944.07,7.59,GFS (ATR 1:2.5 Ratio)
27/11/2025,972.85,79,76855.15,947.62,03/12/2025,Stop Loss (2x ATR),74862.09,-1993.06,-2.59,GFS (ATR 1:2.5 Ratio)
04/12/2025,948.1,72,68263.2,1017.4,06/01/2026,Target (5x ATR),73253.06,4989.86,7.31,GFS (ATR 1:2.5 Ratio)
